Smiles,IC50,pIC50
CCOc1cc2[nH]c(-c3n[nH]cc3NC(=O)N(CC)CC)nc2cc1F,8.0,8.096910013008056
COc1ccc(Nc2nc(N3CCC(C(=O)Nc4ccc(C(=O)O)cc4)C3)nc3scnc23)cc1OC,93.0,7.031517051446065
Cc1cccc(Nc2nc(NC3CNC3)ncc2C(N)=O)c1,501.19,6.299997602857746
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NCCOCCOCCOCCOCCOCCOCC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O,1200.0,5.920818753952375
Cc1nnc(-c2ncn3ccc(Nc4nccc(-c5cc(CN(C)C)n(C)n5)n4)cc23)o1,0.21,9.67778070526608
COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC.Cl.Cl,10.0,8.0
CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5cc(OCC(C)(C)C)ccn5)n4)ccc3[nH]2)CC1,11.8,7.928117992693875
COc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(=O)N5CCC6(CC5)COCC(=O)N6C)cc4c3)n2)c1,1.2,8.920818753952375
COCCN(C)C(=O)c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1,61.4,7.211831628858833
CN(Cc1ccccn1)C(=O)c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1,15.6,7.806875401645538
CN(C)C1CCN(C(=O)c2cc3cc(Nc4nccc(-c5ccccn5)n4)ccc3[nH]2)CC1,32.1,7.493494967595128
CCN(CC)C1CN(C(=O)c2cc3cc(Nc4nccc(-c5ccccn5)n4)ccc3[nH]2)C1,5.8,8.236572006437063
CCN1CCC(N2CCN(C(=O)c3cc4cc(Nc5nccc(-c6ccccn6)n5)ccc4[nH]3)CC2)CC1,28.6,7.543633966870957
CN1CCC(N2CCN(C(=O)c3cc4cc(Nc5nccc(-c6ccccn6)n5)ccc4[nH]3)CC2)CC1,31.5,7.501689446210399
O=C(c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1)N1CCC(CCN2CCCC2)CC1,60.7,7.2168113089247425
CC1CN(C(=O)c2cc3cc(Nc4nccc(-c5cn(C)cn5)n4)cc(Cl)c3[nH]2)CCO1,10.9,7.962573502059376
COC[C@H](N)[C@@H](C)Nc1nnc(C(N)=O)c(Nc2cc(C)cc3c2ccn3C)n1,0.35,9.455931955649724
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,130.0,6.886056647693163
Cc1cccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)c1,12.59,7.899974269892137
Cc1cccc(Nc2nc(N[C@@H]3COCC[C@@H]3N)ncc2C(N)=O)c1,398.11,6.399996913372259
Nc1cccc(N(c2cccc(N)c2)c2ncc(F)c(N(c3cccc(N)c3)c3cccc(N)c3)n2)c1,267.8,6.57218942732401
COC(=O)Cn1ncc2cc(Nc3ncc(F)c(Nc4cccc(O)c4)n3)ccc21,45.5,7.341988603342887
OCCCn1ncc2ccc(Nc3ncc(F)c(Nc4cccc(O)c4)n3)cc21,46.5,7.332547047110046
Cc1nnc(-c2ccc3c(c2)c(-c2nc4c(-n5cc(CN(C)C)c(C)n5)ccnc4[nH]2)cn3C)o1,0.098,10.008773924307505
CN(C)Cc1cnn(-c2ccnc3[nH]c(-c4cn(C)c5ccc(C(=O)N(C)C)cc45)nc23)c1,1.2,8.920818753952375
CCNCC(=O)N1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(NC(C)C)n3)cc2)CC1,45.0,7.346787486224656
C[C@@H]1CN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4CC[C@H](CO)C4)n3)cc2)C[C@H](C)O1,332.0,6.478861916295964
CCNS(=O)(=O)c1cccc(-c2cc3ncn(C)c(=O)c3c(NC(C)C)n2)c1,417.0,6.379863945026242
CO/N=C1/CCN(c2nc(-c3ccc(N4CCOCC4)cc3)cc3ncn(C)c(=O)c23)C1,475.0,6.323306390375134
Cn1cnc2cc(-c3ccc(C(=N)NO)cc3)nc(N[C@@H]3CCOC3)c2c1=O,149.0,6.826813731587726
COC(C)(C)c1ccc(-c2cc3ncn(C)c(=O)c3c(NC3CC3)n2)cc1,317.0,6.498940737782249
CNC(=O)c1cc2cc(Nc3nccc(-c4ccccn4)n3)cc(C)c2[nH]1,2.7,8.568636235841012
CCN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(NC4CC4)n3)cn2)CC1,158.0,6.801342913045577
Cn1cnc2cc(-c3ccc(N4CCC(N5CCCC5)CC4)cc3)nc(N[C@@H]3CCOC3)c2c1=O,24.2,7.616184634019569
COCCNc1nc(-c2ccc(N3CC[C@H](O)C3)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,60.5,7.218244625347531
CCOC(=O)CCC(=O)c1ccc(-c2cc3ncn(C)c(=O)c3c(N3CC[C@H](CO)C3)n2)cc1,381.0,6.419075024324381
Cn1cnc2cc(-c3ccc(S(N)(=O)=O)cc3)nc(NC3CC3)c2c1=O,219.0,6.6595558851598815
COc1cc(-c2cc3ncn(C)c(=O)c3c(NC3CC3)n2)ccn1,843.0,6.074172425375258
CNS(=O)(=O)c1cccc(-c2cc3ncn(C)c(=O)c3c(NC(C)C)n2)c1,321.0,6.493494967595128
Cn1cnc2cc(-c3ccc(S(=O)(=O)CCN4CCCC4)cc3)nc(NC3CC3)c2c1=O,392.0,6.406713932979542
CC(C)Nc1nc(OCCCN2CCN(C)CC2)cc2ncn(C)c(=O)c12,4090.0,5.388276691992658
NCCCNc1ncc(C(N)=O)c(Nc2cccc(C(F)(F)F)c2)n1,230.0,6.638272163982407
FC(F)(F)c1ccc(Nc2nccc(-c3nccs3)n2)cc1,500.0,6.301029995663981
Cc1cc(Nc2nn(C(C)C)c(=O)c3cc(O)ccc23)n[nH]1,2520.0,5.598599459218456
COc1ccc(CNS(=O)(=O)c2ccc3c(c2)/C(=C/c2cn(C)c4ccc(OC)cc24)C(=O)N3)cc1,4000.0,5.3979400086720375
CN(C)CCN(C)c1ccc(-c2cc3ncccc3c(NCCCN)n2)cc1,71.0,7.1487416512809245
NCCCNc1nc(-c2cccs2)cc2ncccc12,440.0,6.356547323513812
CC(=O)Nc1ccc2c(Nc3cc(C)[nH]n3)nn(C(C)C)c(=O)c2c1,5620.0,5.250263684430939
Cc1ccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)ncc2C(N)=O)cc1,10.0,8.0
Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(C3(O)CCN(C(=O)OC(C)(C)C)CC3)nc2)c1,406.0,6.391473966422806
Cc1cc(Nc2cc(OC3CCCC3)ccn2)nc(-c2cnc(C3(O)CCCc4cc(C(=O)O)ccc43)s2)c1,0.67,9.173925197299173
O=C(c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1)N1CCN(C(=O)[C@H]2CCCO2)CC1,32.1,7.493494967595128
COc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(C)(C)C)cc4c3)n2)c1,8.0,8.096910013008056
COc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C)cc4c3)n2)c1,9.9,8.00436480540245
CC(C)C(C)Oc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(=O)N5CCN(C)CC5)cc4c3)n2)c1,5.2,8.2839966563652
COc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(=O)N5CCCC5)cc4c3)n2)c1,81.4,7.089375595110798
O=C(O)c1cccc(Nc2c(-c3cccc(O)c3)nc3cnccn23)c1,30000.0,4.522878745280337
C[C@@H](Oc1cc(-c2ccc(C3(N)CC3)c(Cl)c2)cc2ncccc12)[C@H]1CNC(=O)C1,0.2,9.698970004336019
CN(CC1(C)COC1)C(=O)c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1,37.3,7.428291168191312
CS(=O)(=O)c1ccc(-c2cc(OCc3ncccc3C(N)=O)c3cccnc3c2)cc1F,15.5,7.809668301829708
CC(C)Nc1nc(-c2ccc(S(N)(=O)=O)cc2)cc2ncn(C)c(=O)c12,422.0,6.374687549038326
Cn1cnc2cc(-c3ccc(CO)cc3)nc(NC3CC3)c2c1=O,277.0,6.557520230935552
Cn1cnc2cc(-c3ccc(C(C)(C)N)cc3)nc(NCCO)c2c1=O,200.0,6.698970004336019
CCc1cc(Nc2nccc(-c3ccccn3)n2)cc2cc(C(=O)NC)[nH]c12,30.0,7.522878745280337
Cc1cn2cc(-c3cc(O[C@H](C)[C@H]4CNC(=O)C4)c4cccnc4c3)ccc2n1,1.9,8.721246399047171
CN1CCC(Nc2ccc(-c3cc4ncn(C)c(=O)c4c(NCCCO)n3)cc2S(C)(=O)=O)CC1,64.0,7.1938200260161125
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cc(F)cc(C(=O)O)c2)c1,2.8,8.55284196865778
Nc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2ccc([C@@H](O)C(F)F)cc2)c1,20.9,7.679853713888946
O=C(c1cc2cc(Nc3nccc(-c4cc(OC5COC5)ccn4)n3)ccc2[nH]1)N1CCCOCC1,34.2,7.465973893943865
CNC(=O)c1c[nH]c2ccc(Nc3nccc(-c4ccccn4)n3)cc12,17.7,7.752026733638194
CC(=O)Nc1ccc(-c2cc(OCc3ncccc3C(N)=O)c3cccnc3c2)cn1,14.2,7.847711655616943
NC(=O)c1cccnc1COc1cc(-c2ccc(S(=O)(=O)C(F)(F)F)cc2)cc2ncccc12,11.8,7.928117992693875
CCNc1nc(-c2ccc(OC)c(S(=O)(=O)N3CCOCC3)c2)cc2ncn(C)c(=O)c12,147.0,6.8326826652518236
COCC(=O)N[C@@H](C)CNc1nc(-c2ccc(OC)c(OC)c2)cc2ncn(C)c(=O)c12,1966.0,5.706416486503883
CC(C)Nc1nc(-c2ccc3c(c2)OC(C)(C)C(=O)N3)cc2ncn(C)c(=O)c12,2472.0,5.606951533583222
COc1ncc(-c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c3cccnc3c2)cc1F,7.9,8.102372908709558
O=C(c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1)N1CCN(CCCN2CCCC2)CC1,20.9,7.679853713888946
O=C(c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1)N1CCN(C(=O)N2CCOCC2)CC1,28.3,7.548213564475709
COc1cc(-c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c3cccnc3c2)ccc1C(F)(F)F,4.5,8.346787486224656
COCCN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5ccccn5)n4)ccc3[nH]2)CC1,46.8,7.329754146925876
O=C(CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5ccccn5)n4)ccc3[nH]2)CC1)N1CCCC1,28.1,7.55129368009492
COc1ccnc(-c2ccnc(Nc3ccc4c(c3)CN(CCN3CCN(C)C3=O)C4)n2)c1,941.6,6.026133550164622
CN1CCN(C(=O)N2Cc3ccc(Nc4nccc(-c5ccccn5)n4)cc3C2)CC1,114.5,6.941194513324093
Cc1cc(Nc2cc(C(F)(F)F)c(Cl)cn2)nc(-c2cnc(C3(O)CCCc4cc(C(=O)O)ccc43)s2)c1,0.94,9.0268721464003
Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2cnc(C3(O)CCCc4cc(CO)c(F)cc43)s2)c1,3.33,8.47755576649368
COC(=O)c1ccc2c(c1Br)CCCC2(O)c1ncc(-c2cc(C)cc(Nc3cc(C(F)(F)F)ccn3)n2)s1,26.95,7.569441230477243
Nc1nccc(-c2ccc3c(N)n[nH]c3c2)n1,4000.0,5.3979400086720375
Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,134.0,6.872895201635193
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@](C)(O)[C@H]3CC[C@H](C(=O)O)CC3)s2)c1,2.0,8.698970004336019
NC(=O)c1cccnc1COc1cc(-c2ccc(OC3CCOCC3)nc2)cc2ncccc12,35.5,7.449771646944906
COc1cc(-c2cc(OCc3ncccc3C(N)=O)c3cccnc3c2)ccn1,79.5,7.0996328713435295
CCn1cc(-c2cc(OCc3ncccc3C(N)=O)c3cccnc3c2)cn1,1.0,9.0
COc1cc(-c2cc(OC[C@H]3CNC(=O)O3)c3cccnc3c2)ccc1O,1.0,9.0
CC(C)Nc1nc(-c2ccc(CCN3CCO[C@H](C)C3)cc2)cc2ncn(C)c(=O)c12,525.0,6.279840696594043
CN1CCN(CCCNc2ccc(-c3cc4ncn(C)c(=O)c4c(NC4CC4)n3)cc2S(C)(=O)=O)CC1,84.0,7.075720713938118
COc1ccc(-c2cc3ncn(C)c(=O)c3c(NC(C)C)n2)cc1S(C)(=O)=O,272.0,6.565431095965801
CNc1ccc(-c2cc3ncn(C)c(=O)c3c(NC3CC3)n2)cc1S(C)(=O)=O,100.0,7.0
CC(C)Nc1nc(-c2ccc(N(C)C)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,204.0,6.690369832574102
COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1OC(C)C,0.7,9.154901959985743
Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(NC[C@H]3CC[C@@](C)(O)C3)c2c1=O,1162.0,5.934793871945688
CC(C)Nc1nc(-c2ccc(C(C)(C)C#N)cc2)cc2ncn(C)c(=O)c12,820.0,6.086186147616283
CCNc1nc(-c2ccc(C3CCN(C(C)C)CC3)c(F)c2)cc2ncn(C)c(=O)c12,86.0,7.0655015487564325
CC(C)Nc1nc(-c2ccc(NC[C@@H](C)O)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,277.0,6.557520230935552
CNc1ccc(-c2cc3ncn(C)c(=O)c3c(NCCOC)n2)cc1,317.0,6.498940737782249
CN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4CCCC(O)C4)n3)cc2)CC1,671.0,6.1732774798310075
Cn1cnc2cc(-c3ccc(N4CCC(C)(O)CC4)cc3)nc(N[C@H]3CC[C@@H](N)CC3)c2c1=O,5.61,8.251037138743838
Cc1ccnc(Nc2cc3ncn(C)c(=O)c3c(N[C@H]3CC[C@@H](O)CC3)n2)c1,169.0,6.772113295386326
Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(N[C@H]3CC[C@@H](C(=O)O)CC3)c2c1=O,445.0,6.351639989019068
Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(N3CC[C@H](CCO)C3)c2c1=O,76.1,7.118615343229427
COCCOc1nc(-c2ccc(N3CCOCC3)cc2)cc2ncn(C)c(=O)c12,221.2,6.65521487736734
CC1CCN(c2cccc(Nc3cc(-c4ccccc4)nn4ccnc34)n2)C1,88.5,7.053056729302175
CC1(C)C[C@@](O)(c2ncc(-c3cc(Nc4nccc(C(F)(F)F)n4)cc(-c4ccc(N)nc4)c3)s2)CC[C@@H]1C(=O)O,1.289,8.889747082646597
CC(=O)N1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(N4Cc5cccc(N(C)S(C)(=O)=O)c5C4)n3)cc2)CC1,5.1,8.292429823902063
Cn1cnc2cc(-c3cnc4nc[nH]c4c3)nc(NC3CC3)c2c1=O,231.0,6.636388020107856
CN1CCS(=O)(=O)c2cc(-c3cc4ncn(C)c(=O)c4c(N[C@@H]4CCOC4)n3)ccc21,46.4,7.333482019445119
Cc1nc2ncc(-c3cc4ncn(C)c(=O)c4c(NC4CC4)n3)cc2[nH]1,404.0,6.393618634889395
Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(NCc3cnc[nH]3)c2c1=O,196.0,6.707743928643524
CN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4CC(O)C(C(=O)O)C4)n3)cc2)CC1,1313.0,5.881735273910521
Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(NCCC#N)c2c1=O,133.0,6.876148359032914
Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(NCc3ccncc3)c2c1=O,305.0,6.515700160653214
Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(N[C@H]3CCOC3)c2c1=O,216.0,6.665546248849069
CC(C)N1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N[C@H](C)CO)n3)cc2)CC1,24.0,7.619788758288394
Cc1cc(-c2cc3ncn(C)c(=O)c3c(NCCCO)n2)ccc1C1CCNCC1,77.5,7.110698297493689
COc1ccc(-c2cc3ncn(C)c(=O)c3c(Nc3ccc4c(C)n[nH]c4c3)n2)cc1OC,907.0,6.042392712939905
CN(C)CCNc1nc(-c2ccc(N3CCOCC3)cc2)cc2ncn(C)c(=O)c12,687.0,6.16304326294045
Cn1cnc2cc(-c3ccc(C4CCNCC4)cc3)nc(N[C@@H]3CCOC3)c2c1=O,25.0,7.6020599913279625
CC(C)Nc1nc(-c2ccc(N3CCN(C(=O)CO)CC3)cc2)cc2ncn(C)c(=O)c12,100.0,7.0
Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(N[C@@H]3CC[C@@H](O)C3)c2c1=O,28.0,7.552841968657781
C[C@@H](N)c1ccc(-c2cc3ncn(C)c(=O)c3c(N3CC[C@H](CO)C3)n2)cc1,139.0,6.856985199745905
CNC(=O)COC1=C(C)CCC(Nc2ncc(F)c(Nc3cccc(O)c3)n2)=C1,510.3,6.292174431667768
CNC(=O)CCn1ncc2cc(Nc3ncc(F)c(Nc4ccc5c(c4)OCCO5)n3)ccc21,98.0,7.008773924307505
Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(NC[C@@H]3CCCO3)c2c1=O,411.0,6.386158178123931
CC(C)Nc1nc(-c2ccc(NCCN3CCOCC3)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,111.0,6.954677021213342
CC(C)S(=O)(=O)c1ccc(-c2cc3ncn(C)c(=O)c3c(NC3CC3)n2)cc1,351.0,6.454692883534176
CC(C)Nc1nc(-c2ccc(N(C)C)nc2)cc2ncn(C)c(=O)c12,159.0,6.798602875679548
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cnc5[nH]ncc5c4)n3)c3ccccc23)cc1,162.0,6.790484985457369
CC(C)Nc1nc(-c2ccc(NCCN3CCN(C)CC3)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,54.0,7.267606240177032
Nc1ccc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)cc1,201.3,6.696156225111346
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(C(=O)NS(C)(=O)=O)c2)c1,11.2,7.950781977329818
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2ccc(OC3CCCCC3)c(C(=O)O)c2)c1,13.7,7.863279432843593
Cn1nc(-c2cnc3[nH]cc(C(=O)NC4(C)CCNCC4)c3n2)c2ccc(F)cc21,64.0,7.1938200260161125
COc1ccc(Nc2cc(N3CCC(C(=O)Nc4ccc(C(=O)O)cc4)C3)nn3ccnc23)nc1OC,460.6,6.336676066371788
COc1ccc(Nc2cc(N3CCC(NC(=O)c4ccc(C(=O)O)cc4)C3)nn3ccnc23)nc1OC,42.15,7.375202421039239
COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(OC)c1OCCN1CCOCC1,0.8,9.096910013008056
NC(=O)c1nnc(N[C@@H]2CCOC[C@@H]2N)nc1Nc1cccc2c1ccn2C1CC1,0.38,9.42021640338319
Cc1cc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)cc2cccnc12,0.33,9.481486060122112
COc1cc(-c2cc3ncccc3c(NCc3cc(=O)[nH]o3)n2)ccc1OC1CCOCC1,78.2,7.106793246940152
COc1ccc(-c2cc3ncccc3c(OCC3CCC(=O)NC3)n2)cc1OC,40.0,7.3979400086720375
CC[C@@H](Oc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1,0.1,10.0
COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3(C)C)n2)cc1OC,5.7,8.244125144327509
COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(C)c1OC,0.1,10.0
C[C@@H](Oc1nc(-c2ccccn2)cc2ncccc12)[C@H]1CNC(=O)C1,7.2,8.142667503568731
O=C1C[C@@H](COc2nc(-c3ccccc3)cc3ncccc23)CN1,7.5,8.1249387366083
Cc1cc(Nc2nccc(-c3cn(C)cn3)n2)cc2cc(C(=O)N3CCN(C)CC3)[nH]c12,21.9,7.6595558851598815
NC(=O)c1nnc(N[C@@H]2CCOC[C@@H]2N)nc1Nc1csc2ccccc12,0.89,9.050609993355087
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C(=O)C3CC3)cn4C)n2)cc1CN1CC(C)(O)CCO1,106.1,6.974284616098659
Cn1cc(C(=O)C2CC2)c2cc(Nc3nccc(-n4cc(CN5C[C@H](O)CO5)cn4)n3)ccc21,2.46,8.60906489289662
O=C(c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1)N1CCC(OCCN2CCCC2)CC1,25.6,7.59176003468815
CC1CCCN1c1cccc(Nc2cc(-c3cccc(C(=O)O)c3)nn3ccnc23)n1,117.3,6.930701987884471
CC1CCCN1c1cccc(Nc2cc(-c3cccc(C(=O)NCCO)c3)nn3ccnc23)n1,42.5,7.371611069949688
Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)c4cccc(-c5ccccc5)c4)CC3)nc2)c1,3.0,8.522878745280337
Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)Cc4ccccn4)CC3)nc2)c1,2.0,8.698970004336019
FC(F)(F)c1ccnc(Nc2cc(-c3ccccc3)cc(N3CCOC4(CCCC4)C3)c2)n1,846.2,6.072526979004724
OC1(c2ccc(-c3cc(Nc4nccc(C(F)(F)F)n4)cc(N4CCOCC4)c3)cc2)CCOCC1,219.7,6.65816994307949
FC(F)(F)c1ccnc(Nc2cccc(-c3cccc(-c4ccccc4)c3)c2)n1,2563.0,5.591251393815756
CC(=O)NCc1cccc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)c1,97.1,7.012780770091995
Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(N)=O)CC3)nc2)c1,4.0,8.397940008672037
Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(N3CCCC(NC(N)=O)C3)nc2)c1,5.0,8.301029995663981
Cc1cc(Nc2cc(C(F)F)ccn2)nc(-c2ccc(C[C@@H](O)[C@H]3CC[C@H](C(=O)O)CC3)nc2)c1,1.0,9.0
CN1C(=O)CCc2cc(NC(=O)c3n[nH]c4ccccc34)ccc21,3200.0,5.494850021680094
CC(C)(C)c1cc(C(=O)N/N=C/c2cc3ccccc3cc2O)cc(C(C)(C)C)c1O,4000.0,5.3979400086720375
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2ccc(OCc3ccccn3)c(C(=O)O)c2)c1,14.3,7.844663962534938
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5cn[nH]c5c4)n3)c3ccccc23)cc1,1086.0,5.964170174747172
COc1ccc(-n2nc(C(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5[nH]nc(OCCN6CCOCC6)c5c4)n3)c3ccccc23)cc1,2.0,8.698970004336019
CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5[nH]ncc5c4)c3)c3ccccc23)n(-c2cccc(OCCN3CCOCC3)c2)n1,18.0,7.7447274948966935
CC(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5[nH]ncc5c4)n3)c3ccccc23)n(-c2ccc(=O)n(CCO)c2)n1,15.0,7.823908740944319
COCCNc1nc(-c2ccc(NCCN3CCOCC3)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,26.0,7.585026652029182
Cn1cnc2cc(-c3ccc(N4CCOCC4)nc3)nc(NC3CC3)c2c1=O,397.0,6.401209493236885
Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(N3CCN(CCO)CC3)c2c1=O,3327.0,5.477947199131178
Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(NCCCO)c2c1=O,142.0,6.847711655616943
Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(NCCc3ccccc3)c2c1=O,1554.0,5.808548985535104
C[C@H](CO)Nc1nc(-c2ccc(N3CCN(C)CC3)cc2)cc2ncn(C)c(=O)c12,26.0,7.585026652029182
Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(N3CC[C@@H](O)C3)c2c1=O,658.0,6.181774106386045
Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(NC[C@@H](O)CO)c2c1=O,173.0,6.761953896871205
CN(C)CCCNc1nc(-c2ccc(N(C)C)cc2)cc2ncccc12,1700.0,5.769551078621726
CN(C)c1ccc(-c2cc3ncccc3c(NCCCCCN)n2)cc1,210.0,6.6777807052660805
CC1CCCN1c1cccc(Nc2cc(-c3cccc(OCCN4CCOCC4)c3)nn3ccnc23)n1,51.05,7.292004253577071
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2ccc(-c3ccccc3)c(C(=O)O)c2)c1,5.9,8.229147988357855
Cn1cc2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc4cc[nH]c(=O)c34)cccc2n1,1.0,9.0
COc1ccc(Nc2nc(N3CCC(NC(=O)c4ccc(C(=O)O)cc4)C3)nc3scnc23)cc1OC,47.0,7.327902142064283
CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,731.0,6.13608262304214
CC1(C)C[C@@](O)(c2ncc(-c3cc(Cl)cc(Nc4nccc(C(F)(F)F)n4)c3)s2)CC[C@@H]1C(=O)O,1.0,9.0
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(CNC3(C(=O)O)CCC3)s2)c1,12.0,7.920818753952375
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)[C@H](C)C3)s2)c1,1.0,9.0
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@]3(O)CC[C@@H](C(=O)O)C(C)(C)C3)s2)c1,2.0,8.698970004336019
NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,725.0,6.139661993429006
